incident_id,date,system_affected,attack_type,severity,resolution_time_hours,status,reported_by,region
INC09733,2024-09-13,VPN Gateway,Privilege Escalation,Critical,11.3,Closed,Security Manager,Africa
INC09734,2024-12-04,Firewall,Insider Threat,High,36.3,Closed,Security Manager,Europe
INC09735,2024-08-03,Cloud Storage,Insider Threat,High,28.1,Closed,Security Manager,Europe
INC09736,2024-11-24,Web Server,Phishing,Low,,Open,End User,North America
INC09737,2025-02-07,Web Server,Man-in-the-Middle,Low,51.7,Closed,External Auditor,Europe
INC09738,2024-10-05,IoT Device,Phishing,High,,Open,Security Manager,Asia
INC09739,2025-04-03,User Device,DDoS,High,,Closed,Security Manager,Africa
INC09740,2025-06-12,VPN Gateway,Zero-Day,High,66.4,Closed,External Auditor,Oceania
INC09741,2024-09-17,Cloud Storage,Malware,High,14.2,Closed,Security Manager,Oceania
INC09742,2025-05-14,Cloud Storage,Insider Threat,Medium,64.1,Closed,External Auditor,Oceania
INC09743,2025-06-17,Email Server,Man-in-the-Middle,Low,,Closed,IT Admin,Europe
INC09744,2024-07-06,Workstation,SQL Injection,Low,32.3,Closed,Security Manager,Asia
INC09745,2025-05-02,VPN Gateway,Password Attack,High,29.9,Closed,IT Admin,South America
INC09746,2024-12-19,VPN Gateway,Phishing,Medium,,Open,External Auditor,Europe
INC09747,2025-03-10,IoT Device,DDoS,Critical,69.8,Closed,External Auditor,Asia
INC09748,2025-06-06,IoT Device,Privilege Escalation,Medium,15.1,Closed,Security Manager,Africa
INC09749,2025-05-10,VPN Gateway,Insider Threat,Low,,Open,End User,South America
INC09750,2024-11-03,Workstation,DDoS,Medium,,Open,External Auditor,Africa
INC09751,2025-02-04,Web Server,Zero-Day,Medium,,Closed,End User,Asia
INC09752,2024-10-22,Email Server,Phishing,Medium,11.3,Closed,End User,South America
INC09753,2024-07-01,Application Server,DDoS,High,30.9,Closed,External Auditor,Asia
INC09754,2024-10-20,Database,Man-in-the-Middle,Low,67.6,Closed,Security Manager,South America
INC09755,2024-09-15,Web Server,Zero-Day,Medium,,Open,SOC Analyst,North America
INC09756,2025-05-09,VPN Gateway,Privilege Escalation,Medium,30.1,Closed,SOC Analyst,North America
INC09757,2025-03-19,Email Server,Phishing,High,,Open,IT Admin,Oceania
INC09758,2024-06-25,Cloud Storage,SQL Injection,Medium,17.2,Closed,IT Admin,Europe
INC09759,2025-02-11,Application Server,Password Attack,Medium,4.1,Closed,End User,North America
INC09760,2025-03-26,Workstation,Password Attack,High,30.1,Closed,SOC Analyst,Europe
INC09761,2025-06-07,Email Server,Password Attack,Critical,,Open,SOC Analyst,Africa
INC09762,2025-02-09,Database,Malware,Low,41.8,Closed,Security Manager,Asia
INC09763,2025-02-05,Application Server,DDoS,High,23.9,Closed,Security Manager,South America
INC09764,2025-01-06,Cloud Storage,Privilege Escalation,Medium,,Open,External Auditor,Asia
INC09765,2025-06-05,IoT Device,DDoS,Low,37.8,Closed,External Auditor,South America
INC09766,2024-12-11,VPN Gateway,DDoS,High,,Closed,IT Admin,Oceania
INC09767,2025-04-29,Workstation,Ransomware,High,30.4,Closed,End User,Europe
INC09768,2025-03-20,User Device,Man-in-the-Middle,Medium,67.9,Closed,External Auditor,Africa
INC09769,2025-01-21,VPN Gateway,Phishing,High,42.8,Closed,SOC Analyst,South America
INC09770,2024-08-16,IoT Device,Man-in-the-Middle,Low,,Closed,External Auditor,Europe
INC09771,2025-02-24,VPN Gateway,Malware,High,,Closed,End User,Africa
INC09772,2025-05-19,VPN Gateway,Malware,High,17.7,Closed,Security Manager,Asia
INC09773,2024-11-13,User Device,Privilege Escalation,Low,,Closed,Security Manager,Oceania
INC09774,2024-09-19,User Device,Zero-Day,Medium,39.7,Closed,SOC Analyst,Europe
INC09775,2024-08-16,Database,DDoS,High,34.2,Closed,Security Manager,Africa
INC09776,2025-05-30,Application Server,Ransomware,Low,,Open,Security Manager,Asia
INC09777,2025-05-11,User Device,Privilege Escalation,Low,53.1,Closed,End User,Europe
INC09778,2024-08-27,VPN Gateway,Phishing,High,,Open,Security Manager,Oceania
INC09779,2024-10-09,Firewall,Ransomware,High,2.2,Closed,SOC Analyst,Asia
INC09780,2025-05-03,Workstation,Ransomware,Medium,65.5,Closed,Security Manager,Oceania
INC09781,2024-07-02,IoT Device,SQL Injection,High,10.6,Closed,SOC Analyst,Asia
INC09782,2025-04-11,Firewall,DDoS,Medium,4.3,Closed,External Auditor,South America
INC09783,2024-12-14,User Device,Insider Threat,Critical,65.6,Closed,IT Admin,Europe
INC09784,2025-02-06,User Device,Zero-Day,Medium,45.1,Closed,End User,Europe
INC09785,2025-05-02,Database,SQL Injection,Low,21.8,Closed,Security Manager,Asia
INC09786,2024-10-12,Firewall,DDoS,Medium,,Open,End User,North America
INC09787,2024-12-30,Cloud Storage,Malware,Medium,,Open,SOC Analyst,Europe
INC09788,2025-01-26,Firewall,DDoS,Medium,,Open,External Auditor,South America
INC09789,2024-08-29,Email Server,SQL Injection,Low,58.7,Closed,Security Manager,North America
INC09790,2024-10-25,Workstation,Phishing,Critical,,Open,IT Admin,Oceania
INC09791,2025-05-30,Web Server,Password Attack,Medium,38.4,Closed,End User,North America
INC09792,2024-11-01,Email Server,Zero-Day,Medium,5.9,Closed,External Auditor,South America
INC09793,2025-01-01,Workstation,Malware,Medium,56.1,Closed,Security Manager,Europe
INC09794,2024-06-20,Web Server,Malware,Low,,Open,SOC Analyst,Africa
INC09795,2024-07-25,IoT Device,DDoS,High,,Closed,External Auditor,Europe
INC09796,2025-05-27,IoT Device,DDoS,Medium,,Closed,IT Admin,Europe
INC09797,2024-10-24,Web Server,SQL Injection,Medium,57.2,Closed,SOC Analyst,Europe
INC09798,2024-07-22,User Device,Insider Threat,Medium,36.7,Closed,External Auditor,Asia
INC09799,2025-03-11,Web Server,Insider Threat,Medium,,Closed,Security Manager,Europe
INC09800,2025-01-29,Application Server,Malware,High,,Closed,End User,North America
INC09801,2024-08-08,VPN Gateway,DDoS,Medium,25.5,Closed,External Auditor,South America
INC09802,2024-10-06,IoT Device,Ransomware,Medium,,Closed,SOC Analyst,Oceania
INC09803,2025-03-31,VPN Gateway,Man-in-the-Middle,High,69.9,Closed,End User,Africa
INC09804,2024-11-05,Cloud Storage,Password Attack,High,70.4,Closed,SOC Analyst,Europe
INC09805,2024-09-20,Web Server,Insider Threat,Critical,64.6,Closed,End User,Europe
INC09806,2025-04-16,Database,Phishing,Critical,,Open,End User,Europe
INC09807,2025-05-09,Cloud Storage,Malware,Low,58.7,Closed,Security Manager,Oceania
INC09808,2024-09-08,Application Server,Privilege Escalation,Critical,9.3,Closed,End User,North America
INC09809,2025-04-21,Email Server,Privilege Escalation,Medium,,Closed,External Auditor,Oceania
INC09810,2024-09-25,Database,Phishing,High,61.6,Closed,External Auditor,Oceania
INC09811,2024-07-10,Application Server,DDoS,High,45.4,Closed,End User,Oceania
INC09812,2024-12-17,Workstation,Password Attack,High,,Closed,External Auditor,Asia
INC09813,2025-01-04,Workstation,Man-in-the-Middle,Medium,25.5,Closed,External Auditor,Oceania
INC09814,2024-06-28,Web Server,Insider Threat,Medium,,Open,External Auditor,Africa
INC09815,2024-10-18,User Device,Man-in-the-Middle,High,44.4,Closed,External Auditor,Asia
INC09816,2024-08-04,User Device,SQL Injection,High,61.1,Closed,Security Manager,North America
INC09817,2025-04-05,Cloud Storage,Privilege Escalation,Low,4.4,Closed,End User,Africa
INC09818,2025-01-12,Web Server,Password Attack,High,11.3,Closed,External Auditor,Africa
INC09819,2024-08-29,IoT Device,Phishing,Medium,2.1,Closed,Security Manager,South America
INC09820,2024-10-06,Firewall,Phishing,Medium,64.7,Closed,SOC Analyst,Asia
INC09821,2025-02-21,Web Server,DDoS,Low,17.4,Closed,IT Admin,South America
INC09822,2024-10-23,VPN Gateway,Phishing,Medium,,Open,External Auditor,Europe
INC09823,2024-12-20,Firewall,Man-in-the-Middle,Medium,51.4,Closed,IT Admin,Oceania
INC09824,2024-11-01,IoT Device,Malware,Medium,,Open,IT Admin,Europe
INC09825,2025-04-08,Application Server,Man-in-the-Middle,High,37.6,Closed,End User,Oceania
INC09826,2024-06-30,Web Server,SQL Injection,Low,31.6,Closed,Security Manager,Asia
INC09827,2025-03-20,Email Server,Malware,Medium,,Open,SOC Analyst,North America
INC09828,2025-01-03,Workstation,SQL Injection,High,66.4,Closed,End User,North America
INC09829,2025-04-05,Workstation,Insider Threat,High,,Open,SOC Analyst,South America
INC09830,2024-09-18,Database,Phishing,High,19.3,Closed,Security Manager,South America
INC09831,2024-07-06,IoT Device,Zero-Day,Critical,,Open,End User,North America
INC09832,2024-06-22,Workstation,Insider Threat,Medium,,Closed,IT Admin,South America
INC09833,2025-03-22,Web Server,SQL Injection,Medium,,Closed,IT Admin,Oceania
INC09834,2025-01-17,Web Server,SQL Injection,High,,Open,IT Admin,North America
INC09835,2024-11-03,User Device,Password Attack,High,69.4,Closed,IT Admin,Oceania
INC09836,2025-01-11,Firewall,Insider Threat,Low,,Closed,End User,Asia
INC09837,2025-06-02,Database,DDoS,High,19.6,Closed,SOC Analyst,Europe
INC09838,2024-09-21,Cloud Storage,Man-in-the-Middle,Medium,32.0,Closed,Security Manager,Asia
INC09839,2024-12-04,Workstation,Insider Threat,High,69.7,Closed,External Auditor,Oceania
INC09840,2025-03-07,Cloud Storage,Ransomware,Medium,71.9,Closed,SOC Analyst,Africa
INC09841,2025-01-25,User Device,Malware,Medium,60.7,Closed,IT Admin,North America
INC09842,2024-08-24,IoT Device,Privilege Escalation,Critical,,Closed,External Auditor,South America
INC09843,2025-06-01,Database,SQL Injection,Medium,67.0,Closed,Security Manager,North America
INC09844,2024-08-01,Email Server,Zero-Day,Medium,18.0,Closed,External Auditor,Europe
INC09845,2025-02-02,Cloud Storage,Zero-Day,Critical,18.2,Closed,End User,Oceania
INC09846,2024-12-02,Workstation,DDoS,High,4.0,Closed,External Auditor,Oceania
INC09847,2025-03-21,Firewall,DDoS,Medium,46.3,Closed,External Auditor,South America
INC09848,2024-08-30,Cloud Storage,SQL Injection,Medium,,Open,Security Manager,Europe
INC09849,2025-04-03,Firewall,Zero-Day,Medium,62.5,Closed,External Auditor,Oceania
INC09850,2025-03-26,IoT Device,DDoS,Low,19.3,Closed,IT Admin,Asia
INC09851,2025-06-16,Cloud Storage,Malware,Critical,50.0,Closed,End User,South America
INC09852,2025-06-08,Application Server,Insider Threat,High,65.8,Closed,Security Manager,Asia
INC09853,2024-12-11,Web Server,Password Attack,High,,Open,End User,Oceania
INC09854,2024-09-23,Email Server,Insider Threat,Low,,Open,Security Manager,Oceania
INC09855,2024-08-24,Database,Ransomware,Low,17.6,Closed,External Auditor,Oceania
INC09856,2025-05-13,Email Server,Password Attack,Medium,,Open,End User,South America
INC09857,2025-03-24,Database,Privilege Escalation,Low,35.3,Closed,SOC Analyst,Asia
INC09858,2025-01-17,Web Server,SQL Injection,Medium,,Closed,SOC Analyst,Asia
INC09859,2025-04-05,Cloud Storage,Password Attack,Low,31.6,Closed,Security Manager,North America
INC09860,2025-02-07,Cloud Storage,SQL Injection,Critical,63.5,Closed,SOC Analyst,South America
INC09861,2025-03-28,Workstation,Zero-Day,High,64.5,Closed,SOC Analyst,Asia
INC09862,2025-02-27,Database,Ransomware,Medium,35.6,Closed,External Auditor,Europe
INC09863,2024-10-25,Workstation,Zero-Day,High,57.5,Closed,External Auditor,Europe
INC09864,2024-10-09,VPN Gateway,Zero-Day,Medium,15.0,Closed,IT Admin,Asia
INC09865,2025-03-24,VPN Gateway,Man-in-the-Middle,High,50.4,Closed,IT Admin,Africa
INC09866,2024-07-12,VPN Gateway,Insider Threat,High,,Open,SOC Analyst,Europe
INC09867,2024-10-03,Email Server,Insider Threat,Medium,13.2,Closed,External Auditor,Africa
INC09868,2024-09-08,VPN Gateway,Zero-Day,Medium,,Open,End User,Oceania
INC09869,2024-10-03,Database,Privilege Escalation,Low,61.8,Closed,Security Manager,Oceania
INC09870,2024-09-09,Database,DDoS,Medium,,Open,SOC Analyst,Oceania
INC09871,2025-06-13,Workstation,Phishing,Critical,35.1,Closed,IT Admin,Europe
INC09872,2025-01-04,User Device,Insider Threat,High,,Open,SOC Analyst,North America
INC09873,2024-12-07,Email Server,SQL Injection,High,68.0,Closed,Security Manager,Asia
INC09874,2024-11-30,IoT Device,Ransomware,Critical,55.0,Closed,External Auditor,Oceania
INC09875,2024-11-16,Application Server,Malware,Medium,3.8,Closed,End User,North America
INC09876,2024-12-19,Email Server,Man-in-the-Middle,Low,,Open,Security Manager,Africa
INC09877,2024-11-15,Workstation,Zero-Day,High,,Open,Security Manager,Africa
INC09878,2024-12-08,Email Server,Phishing,Low,12.6,Closed,IT Admin,Europe
INC09879,2024-12-06,Email Server,Zero-Day,Medium,30.0,Closed,IT Admin,Oceania
INC09880,2024-09-05,Database,Ransomware,Critical,39.8,Closed,End User,South America
INC09881,2024-06-30,Email Server,Ransomware,Medium,,Open,End User,Oceania
INC09882,2025-05-15,Email Server,Privilege Escalation,Low,,Open,External Auditor,Africa
INC09883,2024-11-18,Firewall,Man-in-the-Middle,Low,44.2,Closed,End User,Europe
INC09884,2025-01-21,Web Server,Password Attack,Medium,6.0,Closed,End User,North America
INC09885,2025-06-07,Cloud Storage,Insider Threat,High,2.9,Closed,External Auditor,Africa
INC09886,2025-05-27,IoT Device,Password Attack,Medium,,Open,IT Admin,Africa
INC09887,2024-07-26,User Device,Malware,High,38.9,Closed,External Auditor,Europe
INC09888,2025-03-27,Email Server,Password Attack,Low,5.9,Closed,SOC Analyst,North America
INC09889,2024-11-20,User Device,Insider Threat,Medium,,Open,SOC Analyst,Europe
INC09890,2024-09-16,IoT Device,DDoS,High,61.7,Closed,End User,Africa
INC09891,2024-10-02,IoT Device,Insider Threat,Medium,64.2,Closed,External Auditor,Oceania
INC09892,2025-05-01,VPN Gateway,Man-in-the-Middle,Medium,,Closed,End User,Asia
INC09893,2024-07-08,User Device,Ransomware,Low,58.2,Closed,SOC Analyst,Asia
INC09894,2025-02-15,User Device,Ransomware,Critical,28.4,Closed,End User,Asia
INC09895,2024-08-20,Firewall,SQL Injection,Critical,21.7,Closed,SOC Analyst,Europe
INC09896,2025-01-19,Email Server,Insider Threat,Medium,34.6,Closed,End User,Asia
INC09897,2024-11-28,Cloud Storage,Malware,Medium,,Closed,End User,Asia
INC09898,2024-11-26,User Device,Malware,High,,Open,External Auditor,South America
INC09899,2025-01-12,Web Server,Password Attack,High,36.5,Closed,Security Manager,South America
INC09900,2025-06-04,Database,Zero-Day,Medium,,Open,External Auditor,South America
INC09901,2025-04-30,Workstation,Zero-Day,Low,33.7,Closed,External Auditor,Oceania
INC09902,2025-06-04,Email Server,Zero-Day,Critical,53.1,Closed,IT Admin,South America
INC09903,2025-03-07,Web Server,Malware,Medium,64.8,Closed,Security Manager,Africa
INC09904,2024-08-23,Workstation,Insider Threat,Medium,,Open,IT Admin,North America
INC09905,2024-10-18,Workstation,Password Attack,Medium,24.0,Closed,External Auditor,Oceania
INC09906,2024-09-12,User Device,SQL Injection,Medium,40.7,Closed,External Auditor,Asia
INC09907,2025-01-14,Firewall,Man-in-the-Middle,High,,Closed,Security Manager,Africa
INC09908,2025-01-29,Database,SQL Injection,Low,64.4,Closed,End User,Asia
INC09909,2024-10-29,Firewall,Man-in-the-Middle,High,26.0,Closed,Security Manager,Oceania
INC09910,2024-10-30,IoT Device,Privilege Escalation,Medium,47.0,Closed,External Auditor,North America
INC09911,2024-12-24,Cloud Storage,Malware,Medium,,Open,IT Admin,Europe
INC09912,2024-10-15,Cloud Storage,Ransomware,High,8.3,Closed,External Auditor,Asia
INC09913,2024-08-14,VPN Gateway,Ransomware,Low,,Open,Security Manager,South America
INC09914,2024-09-24,VPN Gateway,Insider Threat,High,65.5,Closed,End User,South America
INC09915,2025-04-24,User Device,Malware,High,35.8,Closed,IT Admin,Asia
INC09916,2025-05-30,IoT Device,Insider Threat,Medium,,Closed,External Auditor,Oceania
INC09917,2024-08-06,VPN Gateway,Password Attack,Medium,,Closed,Security Manager,Asia
INC09918,2024-11-16,Firewall,SQL Injection,High,6.1,Closed,SOC Analyst,Europe
INC09919,2025-04-19,Web Server,Privilege Escalation,Low,,Open,Security Manager,Europe
INC09920,2024-11-09,IoT Device,Insider Threat,Low,31.4,Closed,Security Manager,Europe
INC09921,2024-10-29,User Device,Ransomware,High,58.7,Closed,IT Admin,South America
INC09922,2025-03-04,VPN Gateway,Ransomware,High,,Closed,Security Manager,Africa
INC09923,2025-03-21,Workstation,Ransomware,Medium,37.0,Closed,SOC Analyst,Europe
INC09924,2025-05-26,Web Server,Insider Threat,Medium,50.2,Closed,Security Manager,Europe
INC09925,2024-11-14,VPN Gateway,Malware,Medium,69.6,Closed,External Auditor,North America
INC09926,2024-07-27,Workstation,Zero-Day,Medium,3.0,Closed,IT Admin,Africa
INC09927,2024-09-13,Firewall,Privilege Escalation,Low,19.9,Closed,End User,Asia
INC09928,2025-05-09,Cloud Storage,SQL Injection,Critical,36.1,Closed,SOC Analyst,Asia
INC09929,2025-05-28,Web Server,Insider Threat,Low,49.4,Closed,End User,Europe
INC09930,2024-09-11,Application Server,Ransomware,Medium,,Open,End User,Asia
INC09931,2024-12-09,VPN Gateway,Man-in-the-Middle,High,,Open,End User,Africa
INC09932,2025-03-17,Email Server,DDoS,Medium,62.6,Closed,SOC Analyst,North America
INC09933,2024-12-03,Application Server,Privilege Escalation,Medium,47.3,Closed,End User,Oceania
INC09934,2025-04-20,Workstation,SQL Injection,Critical,,Open,SOC Analyst,North America
INC09935,2024-10-02,Web Server,Ransomware,High,,Open,SOC Analyst,Oceania
INC09936,2024-12-07,User Device,Zero-Day,Medium,,Open,Security Manager,North America
INC09937,2025-01-26,Cloud Storage,Insider Threat,Low,35.1,Closed,SOC Analyst,Oceania
INC09938,2024-07-10,User Device,Malware,Medium,44.7,Closed,IT Admin,North America
INC09939,2025-05-08,Cloud Storage,Zero-Day,High,,Closed,IT Admin,North America
INC09940,2025-02-03,Cloud Storage,Password Attack,Medium,,Open,Security Manager,Asia
INC09941,2024-08-13,IoT Device,Man-in-the-Middle,Medium,,Closed,SOC Analyst,South America
INC09942,2024-07-10,Cloud Storage,Password Attack,Medium,49.9,Closed,IT Admin,South America
INC09943,2024-11-22,Email Server,DDoS,Medium,12.7,Closed,SOC Analyst,Africa
INC09944,2024-12-08,Database,Phishing,Low,,Open,IT Admin,North America
INC09945,2024-06-20,Application Server,Phishing,Medium,,Open,IT Admin,Africa
INC09946,2024-08-29,Workstation,Zero-Day,High,,Open,External Auditor,Africa
INC09947,2025-05-13,Workstation,Insider Threat,High,,Closed,External Auditor,Europe
INC09948,2025-02-05,VPN Gateway,SQL Injection,Low,,Closed,Security Manager,Africa
INC09949,2024-06-30,Workstation,Ransomware,Medium,,Open,SOC Analyst,Oceania
INC09950,2024-10-22,Application Server,Insider Threat,High,,Open,External Auditor,South America
INC09951,2025-03-15,Database,Ransomware,Medium,70.4,Closed,External Auditor,Europe
INC09952,2024-08-05,Application Server,Phishing,High,,Closed,External Auditor,South America
INC09953,2024-12-04,Database,Phishing,Low,11.4,Closed,SOC Analyst,South America
INC09954,2024-12-27,User Device,Phishing,Medium,,Open,Security Manager,Oceania
INC09955,2024-10-18,Web Server,Password Attack,Medium,53.1,Closed,External Auditor,Europe
INC09956,2024-09-23,User Device,Ransomware,Low,6.3,Closed,SOC Analyst,Asia
INC09957,2024-12-26,User Device,Malware,Medium,64.6,Closed,IT Admin,Africa
INC09958,2025-05-07,IoT Device,Ransomware,High,,Closed,IT Admin,North America
INC09959,2025-05-05,User Device,Password Attack,Medium,,Open,IT Admin,South America
INC09960,2025-02-22,Database,Malware,Critical,32.7,Closed,Security Manager,Asia
INC09961,2024-11-20,VPN Gateway,DDoS,Medium,9.5,Closed,External Auditor,South America
INC09962,2024-12-29,Web Server,Ransomware,High,38.1,Closed,SOC Analyst,North America
INC09963,2025-04-30,IoT Device,Password Attack,Critical,42.7,Closed,External Auditor,Oceania
INC09964,2024-06-19,Email Server,DDoS,Medium,43.0,Closed,End User,Asia
INC09965,2025-02-04,Web Server,Insider Threat,Medium,65.3,Closed,SOC Analyst,Asia
INC09966,2024-08-29,Email Server,DDoS,Medium,,Open,External Auditor,South America
INC09967,2024-12-03,Workstation,Man-in-the-Middle,Medium,40.6,Closed,External Auditor,Europe
INC09968,2024-12-22,Application Server,Privilege Escalation,High,,Closed,IT Admin,Europe
INC09969,2025-05-11,Database,Zero-Day,Low,26.5,Closed,SOC Analyst,Asia
INC09970,2025-05-10,User Device,DDoS,High,,Closed,SOC Analyst,Africa
INC09971,2024-11-19,Database,Zero-Day,High,2.1,Closed,Security Manager,North America
INC09972,2025-03-08,Application Server,Ransomware,Medium,52.3,Closed,Security Manager,Europe
INC09973,2025-04-03,Workstation,DDoS,Low,64.2,Closed,End User,South America
INC09974,2025-05-19,Firewall,Insider Threat,Medium,,Open,External Auditor,Europe
INC09975,2025-01-08,VPN Gateway,Phishing,Medium,15.1,Closed,Security Manager,Oceania
INC09976,2024-08-28,Email Server,Privilege Escalation,High,,Closed,End User,Oceania
INC09977,2024-11-10,IoT Device,Privilege Escalation,High,63.9,Closed,SOC Analyst,North America
INC09978,2024-11-06,Email Server,Malware,High,18.0,Closed,SOC Analyst,Europe
INC09979,2024-06-24,Cloud Storage,Malware,Medium,8.5,Closed,Security Manager,Europe
INC09980,2024-10-07,Web Server,DDoS,Critical,,Open,End User,North America
INC09981,2025-05-30,Email Server,Insider Threat,Critical,,Open,IT Admin,North America
INC09982,2024-09-10,Firewall,DDoS,Medium,,Closed,External Auditor,North America
INC09983,2025-01-14,Firewall,Malware,High,,Open,End User,North America
INC09984,2025-01-01,Firewall,Malware,High,51.5,Closed,External Auditor,Africa
INC09985,2025-03-25,Firewall,Phishing,High,18.2,Closed,IT Admin,Africa
INC09986,2024-10-25,Email Server,Privilege Escalation,Critical,35.0,Closed,IT Admin,Africa
INC09987,2024-10-31,VPN Gateway,Malware,Medium,68.0,Closed,SOC Analyst,Asia
INC09988,2025-04-07,Firewall,Man-in-the-Middle,Medium,29.9,Closed,SOC Analyst,Oceania
INC09989,2024-08-22,Web Server,Phishing,Medium,35.9,Closed,Security Manager,Africa
INC09990,2024-11-12,Workstation,DDoS,Low,63.3,Closed,SOC Analyst,Africa
INC09991,2024-10-25,User Device,Password Attack,High,,Closed,IT Admin,Africa
INC09992,2024-08-06,Database,Ransomware,Critical,24.6,Closed,End User,North America
INC09993,2025-02-23,Database,Zero-Day,High,,Open,External Auditor,Oceania
INC09994,2024-07-24,Application Server,Malware,High,,Open,End User,Europe
INC09995,2024-07-10,Firewall,Ransomware,Medium,4.9,Closed,End User,Oceania
INC09996,2024-09-07,User Device,Password Attack,Medium,,Open,SOC Analyst,Africa
INC09997,2024-09-23,IoT Device,DDoS,High,9.2,Closed,SOC Analyst,North America
INC09998,2024-09-24,VPN Gateway,SQL Injection,Low,,Open,End User,Africa
INC09999,2024-07-30,IoT Device,Insider Threat,Medium,,Open,SOC Analyst,Africa
INC10000,2024-11-01,Email Server,Password Attack,High,62.5,Closed,Security Manager,Asia
INC10001,2025-02-18,User Device,Man-in-the-Middle,High,,Open,Security Manager,South America
INC10002,2024-09-17,Firewall,Password Attack,Medium,21.3,Closed,External Auditor,North America
INC10003,2025-04-22,Web Server,Malware,High,12.6,Closed,External Auditor,Africa
INC10004,2024-08-31,VPN Gateway,SQL Injection,Critical,,Open,External Auditor,Europe
INC10005,2025-05-03,Cloud Storage,Man-in-the-Middle,Medium,58.5,Closed,End User,Oceania
INC10006,2024-07-08,Database,Insider Threat,Low,,Open,External Auditor,North America
INC10007,2024-10-09,Web Server,SQL Injection,Medium,25.9,Closed,External Auditor,Oceania
INC10008,2024-12-08,Workstation,Privilege Escalation,Medium,,Open,SOC Analyst,South America
INC10009,2024-06-28,Cloud Storage,Malware,Medium,68.1,Closed,SOC Analyst,North America
INC10010,2024-10-16,Workstation,Man-in-the-Middle,Medium,62.7,Closed,End User,Europe
INC10011,2025-01-06,Email Server,SQL Injection,High,61.0,Closed,Security Manager,North America
INC10012,2024-08-16,Firewall,Phishing,High,65.9,Closed,End User,South America
INC10013,2025-03-09,IoT Device,Phishing,Medium,35.6,Closed,IT Admin,Asia
INC10014,2024-09-18,IoT Device,Man-in-the-Middle,Medium,52.8,Closed,IT Admin,Asia
INC10015,2024-07-12,IoT Device,Password Attack,Medium,70.3,Closed,SOC Analyst,Europe
INC10016,2025-03-13,Firewall,Malware,Critical,,Open,External Auditor,Asia
INC10017,2025-02-01,Firewall,DDoS,Low,,Open,External Auditor,Europe
INC10018,2024-12-21,Application Server,Malware,Medium,,Open,External Auditor,Europe
INC10019,2024-07-17,VPN Gateway,Zero-Day,High,,Open,SOC Analyst,Asia
INC10020,2025-02-21,IoT Device,Zero-Day,Medium,,Open,External Auditor,Oceania
INC10021,2025-01-30,Email Server,Zero-Day,Critical,53.6,Closed,External Auditor,South America
INC10022,2025-01-08,Cloud Storage,SQL Injection,Critical,27.2,Closed,IT Admin,Africa
INC10023,2025-03-27,User Device,SQL Injection,Medium,,Open,IT Admin,Asia
INC10024,2024-10-12,Cloud Storage,Privilege Escalation,Low,,Open,End User,Asia
INC10025,2025-06-18,Cloud Storage,Insider Threat,High,,Open,End User,Europe
INC10026,2024-12-26,Firewall,DDoS,Low,29.8,Closed,IT Admin,North America
INC10027,2024-08-02,User Device,Phishing,High,,Closed,External Auditor,South America
INC10028,2025-03-21,Database,Ransomware,Medium,52.9,Closed,SOC Analyst,Europe
INC10029,2025-05-31,Web Server,Password Attack,Medium,,Open,End User,South America
INC10030,2025-03-26,Firewall,Man-in-the-Middle,High,10.6,Closed,SOC Analyst,North America
INC10031,2024-09-12,Cloud Storage,Malware,Low,63.9,Closed,IT Admin,Oceania
INC10032,2024-11-10,Workstation,Phishing,Medium,,Open,External Auditor,North America
INC10033,2024-12-16,Database,Man-in-the-Middle,High,5.2,Closed,Security Manager,South America
INC10034,2025-02-15,Application Server,Phishing,High,10.5,Closed,External Auditor,Asia
INC10035,2024-08-22,VPN Gateway,SQL Injection,Medium,,Open,IT Admin,Europe
INC10036,2025-03-26,User Device,Password Attack,Medium,,Open,IT Admin,Europe
INC10037,2024-11-14,Cloud Storage,Phishing,Medium,63.4,Closed,IT Admin,Asia
INC10038,2025-04-04,Database,Zero-Day,High,48.0,Closed,SOC Analyst,North America
INC10039,2024-09-06,Email Server,Man-in-the-Middle,High,19.4,Closed,End User,North America
INC10040,2025-06-08,Email Server,Zero-Day,High,,Closed,SOC Analyst,Asia
INC10041,2024-07-25,User Device,Malware,Medium,71.9,Closed,External Auditor,South America
INC10042,2024-07-12,Web Server,Password Attack,High,19.0,Closed,IT Admin,North America
INC10043,2024-08-20,Workstation,Zero-Day,High,65.9,Closed,Security Manager,South America
INC10044,2024-09-28,User Device,Password Attack,Medium,,Open,Security Manager,Asia
INC10045,2025-01-03,User Device,DDoS,Medium,20.1,Closed,IT Admin,South America
INC10046,2025-03-04,Firewall,Ransomware,High,4.9,Closed,SOC Analyst,Asia
INC10047,2024-10-28,Database,Insider Threat,High,58.9,Closed,IT Admin,Europe
INC10048,2025-01-24,Email Server,Password Attack,Medium,,Open,SOC Analyst,North America
INC10049,2025-04-15,User Device,Malware,Low,2.8,Closed,SOC Analyst,North America
INC10050,2025-05-04,Email Server,Privilege Escalation,High,5.6,Closed,External Auditor,North America
INC10051,2024-09-17,VPN Gateway,SQL Injection,Medium,,Closed,Security Manager,Asia
INC10052,2024-11-17,Cloud Storage,Ransomware,Critical,36.6,Closed,End User,Oceania
INC10053,2025-02-18,VPN Gateway,Ransomware,High,,Open,End User,North America
